instructions,categoryA,categoryB,leftAttribute,rightAttribute,orStimulus,trial_type,stimulusText,stimulusImage,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,explicit.started,slider.started,text.started,explicit.stopped,slider.response,slider.rt,instruction.started,instructionsBox.started,leftCategoryLabel_2.started,rightCategoryLabel_2.started,leftAttributeLabel_2.started,rightAttributeLabel_2.started,orLeft_2.started,orRight_2.started,instructionsKey.started,instruction.stopped,trial.started,leftCategoryLabel.started,rightCategoryLabel.started,leftAttributeLabel.started,rightAttributeLabel.started,orLeft.started,orRight.started,stimulusImageBox.started,stimulusTextBox.started,requiredResponse.started,feedbackResponse.started,feedback.started,trial.stopped,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,requiredResponse.duration,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,feedbackResponse.duration,end.started,endBox.started,endBox.stopped,end.stopped,gender,age,participant,date,expName,psychopyVersion,frameRate,expStart,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,3,text_trial_type_3,img_trial_type_3,0,2,2,2,0,3,3,2,57.60937960003503,,,,,,,,,,,,,,,,,,57.56155900005251,57.60937960003503,57.60937960003503,57.60937960003503,57.60937960003503,57.60937960003503,57.60937960003503,57.892675700131804,57.892675700131804,57.892675700131804,57.892675700131804,57.892675700131804,58.4789969001431,i,1,0.5741443999577314,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,3,text_trial_type_3,img_trial_type_3,0,2,2,2,1,0,4,2,58.52500810008496,,,,,,,,,,,,,,,,,,58.480152199976146,58.52500810008496,58.52500810008496,58.52500810008496,58.52500810008496,58.52500810008496,58.52500810008496,58.79405570006929,58.79405570006929,58.79405570006929,58.79405570006929,58.79405570006929,59.43001260003075,i,1,0.6020049001090229,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,3,text_trial_type_3,img_trial_type_3,0,2,2,2,1,1,5,2,59.47661569993943,,,,,,,,,,,,,,,,,,59.43118180008605,59.47661569993943,59.47661569993943,59.47661569993943,59.47661569993943,59.47661569993943,59.47661569993943,59.74551220005378,59.74551220005378,59.74551220005378,59.74551220005378,59.74551220005378,60.29814480012283,i,1,0.524251600028947,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,4,text_trial_type_4,img_trial_type_4,0,2,2,2,1,2,6,3,60.34507609996945,,,,,,,,,,,,,,,,,,60.29931810009293,60.34507609996945,60.34507609996945,60.34507609996945,60.34507609996945,60.34507609996945,60.34507609996945,60.61286290013231,60.61286290013231,60.61286290013231,60.61286290013231,60.61286290013231,61.415053700096905,e,1,0.7874131000135094,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,1,text_trial_type_1,img_trial_type_1,0,2,2,2,1,3,7,0,61.450151999946684,,,,,,,,,,,,,,,,,,61.41623440012336,61.450151999946684,61.450151999946684,61.450151999946684,61.450151999946684,61.450151999946684,61.450151999946684,61.73047100007534,61.73047100007534,61.73047100007534,61.73047100007534,61.73047100007534,62.482807100052014,e,1,0.746189899975434,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,4,text_trial_type_4,img_trial_type_4,0,2,2,2,2,0,8,3,62.53020459995605,,,,,,,,,,,,,,,,,,62.48397219995968,62.53020459995605,62.53020459995605,62.53020459995605,62.53020459995605,62.53020459995605,62.53020459995605,62.814831299940124,62.814831299940124,62.814831299940124,62.814831299940124,62.814831299940124,63.467560400022194,e,1,0.6199914999306202,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,3,text_trial_type_3,img_trial_type_3,0,2,2,2,2,1,9,2,63.515306500019506,,,,,,,,,,,,,,,,,,63.46875310014002,63.515306500019506,63.515306500019506,63.515306500019506,63.515306500019506,63.515306500019506,63.515306500019506,63.79889630014077,63.79889630014077,63.79889630014077,63.79889630014077,63.79889630014077,63.868305900134146,i,1,0.06276299990713596,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,4,text_trial_type_4,img_trial_type_4,0,2,2,2,2,2,10,3,63.91581890010275,,,,,,,,,,,,,,,,,,63.86953269992955,63.91581890010275,63.91581890010275,63.91581890010275,63.91581890010275,63.91581890010275,63.91581890010275,64.19940980011597,64.19940980011597,64.19940980011597,64.19940980011597,64.19940980011597,65.16873329994269,e,1,0.9449447998777032,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,4,text_trial_type_4,img_trial_type_4,0,2,2,2,2,3,11,3,65.21689509996213,,,,,,,,,,,,,,,,,,65.16990300011821,65.21689509996213,65.21689509996213,65.21689509996213,65.21689509996213,65.21689509996213,65.21689509996213,65.50203460012563,65.50203460012563,65.50203460012563,65.50203460012563,65.50203460012563,68.43916460010223,e,1,2.9058566000312567,None,i,1,2.468420499935746,None,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,1,text_trial_type_1,img_trial_type_1,0,2,2,2,3,0,12,0,68.47362609999254,,,,,,,,,,,,,,,,,,68.44079350004904,68.47362609999254,68.47362609999254,68.47362609999254,68.47362609999254,68.47362609999254,68.47362609999254,68.7706878001336,68.7706878001336,68.7706878001336,68.7706878001336,68.7706878001336,69.69170600012876,e,1,0.897920300019905,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,2,text_trial_type_2,img_trial_type_2,0,2,2,2,3,1,13,1,69.7209735000506,,,,,,,,,,,,,,,,,,69.69286580011249,69.7209735000506,69.7209735000506,69.7209735000506,69.7209735000506,69.7209735000506,69.7209735000506,70.0226130001247,70.0226130001247,70.0226130001247,70.0226130001247,70.0226130001247,70.67516610003076,i,1,0.6310906999278814,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,2,text_trial_type_2,img_trial_type_2,0,2,2,2,3,2,14,1,70.70652420003898,,,,,,,,,,,,,,,,,,70.67633119993843,70.70652420003898,70.70652420003898,70.70652420003898,70.70652420003898,70.70652420003898,70.70652420003898,71.0069305000361,71.0069305000361,71.0069305000361,71.0069305000361,71.0069305000361,71.61018990003504,i,1,0.5859218998812139,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,2,text_trial_type_2,img_trial_type_2,0,2,2,2,3,3,15,1,71.64063809998333,,,,,,,,,,,,,,,,,,71.6113398000598,71.64063809998333,71.64063809998333,71.64063809998333,71.64063809998333,71.64063809998333,71.64063809998333,71.94188189995475,71.94188189995475,71.94188189995475,71.94188189995475,71.94188189995475,72.49506480013952,i,1,0.550751999951899,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,3,text_trial_type_3,img_trial_type_3,0,2,2,2,4,0,16,2,72.54221679992042,,,,,,,,,,,,,,,,,,72.49640180007555,72.54221679992042,72.54221679992042,72.54221679992042,72.54221679992042,72.54221679992042,72.54221679992042,72.8260882999748,72.8260882999748,72.8260882999748,72.8260882999748,72.8260882999748,73.61193040013313,i,1,0.7658282001502812,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,2,text_trial_type_2,img_trial_type_2,0,2,2,2,4,1,17,1,73.6456341999583,,,,,,,,,,,,,,,,,,73.61312130000442,73.6456341999583,73.6456341999583,73.6456341999583,73.6456341999583,73.6456341999583,73.6456341999583,73.92667450010777,73.92667450010777,73.92667450010777,73.92667450010777,73.92667450010777,74.44663070002571,i,1,0.5149764001835138,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,1,text_trial_type_1,img_trial_type_1,0,2,2,2,4,2,18,0,74.47681439993903,,,,,,,,,,,,,,,,,,74.44793729996309,74.47681439993903,74.47681439993903,74.47681439993903,74.47681439993903,74.47681439993903,74.47681439993903,74.76145890005864,74.76145890005864,74.76145890005864,74.76145890005864,74.76145890005864,75.48118510004133,e,1,0.7152331001125276,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,2,text_trial_type_2,img_trial_type_2,0,2,2,2,4,3,19,1,75.51065089995973,,,,,,,,,,,,,,,,,,75.48235330008902,75.51065089995973,75.51065089995973,75.51065089995973,75.51065089995973,75.51065089995973,75.51065089995973,75.81126129999757,75.81126129999757,75.81126129999757,75.81126129999757,75.81126129999757,76.71422399999574,i,1,0.8696818999014795,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,4,text_trial_type_4,img_trial_type_4,0,3,3,3,0,0,0,3,79.73347249999642,,,,,,,,76.71541940001771,77.46425970015116,77.46425970015116,77.46425970015116,77.46425970015116,77.46425970015116,77.46425970015116,77.46425970015116,79.46653360011987,79.65177910006605,79.68141359998845,79.73347249999642,79.73347249999642,79.73347249999642,79.73347249999642,79.73347249999642,79.73347249999642,79.98364250012673,79.98364250012673,79.98364250012673,79.98364250012673,79.98364250012673,81.18841159995645,e,1,1.1952827998902649,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,4,text_trial_type_4,img_trial_type_4,0,3,3,3,0,1,1,3,81.23437580000609,,,,,,,,,,,,,,,,,,81.19018579996191,81.23437580000609,81.23437580000609,81.23437580000609,81.23437580000609,81.23437580000609,81.23437580000609,81.50197710003704,81.50197710003704,81.50197710003704,81.50197710003704,81.50197710003704,82.15372040006332,e,1,0.6192993000149727,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,1,text_trial_type_1,img_trial_type_1,0,3,3,3,0,2,2,0,82.18905830010772,,,,,,,,,,,,,,,,,,82.15521510015242,82.18905830010772,82.18905830010772,82.18905830010772,82.18905830010772,82.18905830010772,82.18905830010772,82.4857543001417,82.4857543001417,82.4857543001417,82.4857543001417,82.4857543001417,83.28875000006519,e,1,0.7765730998944491,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,3,text_trial_type_3,img_trial_type_3,0,3,3,3,0,3,3,2,83.33753890008666,,,,,,,,,,,,,,,,,,83.29001750005409,83.33753890008666,83.33753890008666,83.33753890008666,83.33753890008666,83.33753890008666,83.33753890008666,83.62082140007988,83.62082140007988,83.62082140007988,83.62082140007988,83.62082140007988,84.79054170008749,i,1,1.1589158000424504,None,e,1,0.5509666001889855,None,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,3,text_trial_type_3,img_trial_type_3,0,3,3,3,1,0,4,2,84.83794540003873,,,,,,,,,,,,,,,,,,84.79227370000444,84.83794540003873,84.83794540003873,84.83794540003873,84.83794540003873,84.83794540003873,84.83794540003873,85.106364000123,85.106364000123,85.106364000123,85.106364000123,85.106364000123,85.69147319998592,i,1,0.5726632999721915,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,3,text_trial_type_3,img_trial_type_3,0,3,3,3,1,1,5,2,85.7393607001286,,,,,,,,,,,,,,,,,,85.69286710000597,85.7393607001286,85.7393607001286,85.7393607001286,85.7393607001286,85.7393607001286,85.7393607001286,86.00720140011981,86.00720140011981,86.00720140011981,86.00720140011981,86.00720140011981,86.57592170010321,i,1,0.5503024999052286,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,2,text_trial_type_2,img_trial_type_2,0,3,3,3,1,2,6,1,86.61079060006887,,,,,,,,,,,,,,,,,,86.57724000001326,86.61079060006887,86.61079060006887,86.61079060006887,86.61079060006887,86.61079060006887,86.61079060006887,86.89117450010963,86.89117450010963,86.89117450010963,86.89117450010963,86.89117450010963,87.74442250002176,i,1,0.8219492000062019,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,3,text_trial_type_3,img_trial_type_3,0,3,3,3,1,3,7,2,87.79282160010189,,,,,,,,,,,,,,,,,,87.74574310006574,87.79282160010189,87.79282160010189,87.79282160010189,87.79282160010189,87.79282160010189,87.79282160010189,88.0597318999935,88.0597318999935,88.0597318999935,88.0597318999935,88.0597318999935,88.66161540010944,i,1,0.5875367999542505,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,4,text_trial_type_4,img_trial_type_4,0,3,3,3,2,0,8,3,88.71338109998032,,,,,,,,,,,,,,,,,,88.66294610011391,88.71338109998032,88.71338109998032,88.71338109998032,88.71338109998032,88.71338109998032,88.71338109998032,88.99262510007247,88.99262510007247,88.99262510007247,88.99262510007247,88.99262510007247,89.66362250014208,e,1,0.6442352999001741,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,2,text_trial_type_2,img_trial_type_2,0,3,3,3,2,1,9,1,89.69723620009609,,,,,,,,,,,,,,,,,,89.66488189995289,89.69723620009609,89.69723620009609,89.69723620009609,89.69723620009609,89.69723620009609,89.69723620009609,89.99389469996095,89.99389469996095,89.99389469996095,89.99389469996095,89.99389469996095,91.14867200003937,i,1,1.145633300067857,None,e,1,0.511299200123176,None,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,1,text_trial_type_1,img_trial_type_1,0,3,3,3,2,2,10,0,91.17891649994999,,,,,,,,,,,,,,,,,,91.15016130008735,91.17891649994999,91.17891649994999,91.17891649994999,91.17891649994999,91.17891649994999,91.17891649994999,91.47847920004278,91.47847920004278,91.47847920004278,91.47847920004278,91.47847920004278,92.26579700014554,e,1,0.756103000137955,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,4,text_trial_type_4,img_trial_type_4,0,3,3,3,2,3,11,3,92.31475519994274,,,,,,,,,,,,,,,,,,92.26715520001017,92.31475519994274,92.31475519994274,92.31475519994274,92.31475519994274,92.31475519994274,92.31475519994274,92.5975365000777,92.5975365000777,92.5975365000777,92.5975365000777,92.5975365000777,93.19965640013106,e,1,0.5704972001258284,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,4,text_trial_type_4,img_trial_type_4,0,3,3,3,3,0,12,3,93.24828479997814,,,,,,,,,,,,,,,,,,93.20099789998494,93.24828479997814,93.24828479997814,93.24828479997814,93.24828479997814,93.24828479997814,93.24828479997814,93.53146079997532,93.53146079997532,93.53146079997532,93.53146079997532,93.53146079997532,94.08385120006278,e,1,0.5407547999639064,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,3,text_trial_type_3,img_trial_type_3,0,3,3,3,3,1,13,2,94.13337559998035,,,,,,,,,,,,,,,,,,94.08514510001987,94.13337559998035,94.13337559998035,94.13337559998035,94.13337559998035,94.13337559998035,94.13337559998035,94.39949450013228,94.39949450013228,94.39949450013228,94.39949450013228,94.39949450013228,95.25221750000492,i,1,0.8296022000722587,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,4,text_trial_type_4,img_trial_type_4,0,3,3,3,3,2,14,3,95.30039070011117,,,,,,,,,,,,,,,,,,95.25361240003258,95.30039070011117,95.30039070011117,95.30039070011117,95.30039070011117,95.30039070011117,95.30039070011117,95.56774450000376,95.56774450000376,95.56774450000376,95.56774450000376,95.56774450000376,96.55442490009591,e,1,0.9613278000615537,None,i,1,0.5081025001127273,None,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,2,text_trial_type_2,img_trial_type_2,0,3,3,3,3,3,15,1,96.58750430005603,,,,,,,,,,,,,,,,,,96.55593760008924,96.58750430005603,96.58750430005603,96.58750430005603,96.58750430005603,96.58750430005603,96.58750430005603,96.88497929996811,96.88497929996811,96.88497929996811,96.88497929996811,96.88497929996811,97.92276829993352,i,1,1.0347857000306249,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,1,text_trial_type_1,img_trial_type_1,0,3,3,3,4,0,16,0,97.95295380009338,,,,,,,,,,,,,,,,,,97.92407279997133,97.95295380009338,97.95295380009338,97.95295380009338,97.95295380009338,97.95295380009338,97.95295380009338,98.23739100014791,98.23739100014791,98.23739100014791,98.23739100014791,98.23739100014791,98.97414369997568,e,1,0.7322953999973834,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,1,text_trial_type_1,img_trial_type_1,0,3,3,3,4,1,17,0,99.00310249999166,,,,,,,,,,,,,,,,,,98.9759359001182,99.00310249999166,99.00310249999166,99.00310249999166,99.00310249999166,99.00310249999166,99.00310249999166,99.28810969996266,99.28810969996266,99.28810969996266,99.28810969996266,99.28810969996266,100.32461070013233,e,1,1.0094357999041677,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disabled,Abled,Negative,Positive,or,4,text_trial_type_4,img_trial_type_4,0,3,3,3,4,2,18,3,100.38951410003938,,,,,,,,,,,,,,,,,,100.32600200013258,100.38951410003938,100.38951410003938,100.38951410003938,100.38951410003938,100.38951410003938,100.38951410003938,100.65582680003718,100.65582680003718,100.65582680003718,100.65582680003718,100.65582680003718,101.86096970015205,e,1,1.1823334000073373,None,None,0,,,,,,,male,21,00004,2023-11-30_18h38.06.825,IAT,2023.2.3,59.974654755295816,2023-11-30 18h38.31.906059 +0530,
